id_produit,id_commande,category,nom,description,price
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,78,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,44,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,14,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
28,5,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,79,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,131,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,29,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,156,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
28,,fusée,New Shepard,Une fusée suborbitale pour le tourisme spatial.,129283813.37
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,26,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,85,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,86,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,122,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,62,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
29,148,fusée,Starship,La fusée de nouvelle génération pour les missions Mars.,21716962.12
30,92,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,43,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,113,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,1,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,54,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,135,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,80,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
30,,fusée,Vega,Une fusée italienne pour les charges légères.,61772792.18
31,101,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,98,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,129,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,34,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,121,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,142,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,2,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
31,83,missile,Tomahawk,Un missile de croisière précis pour des frappes à longue distance.,1927617.06
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,163,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,46,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,68,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,32,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,134,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,104,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,45,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,16,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
32,,missile,Hellfire,Un missile air-sol pour les véhicules blindés.,4854189.83
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,155,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
33,,missile,Patriot,Un système antimissile défensif puissant.,3091111.53
34,,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,110,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,,missile,Scud,Un missile balistique à courte portée.,4510295.4
34,109,missile,Scud,Un missile balistique à courte portée.,4510295.4
35,,missile,Harpoon,Un missile anti-navire à longue portée.,1970011.47
35,,missile,Harpoon,Un missile anti-navire à longue portée.,1970011.47
35,102,missile,Harpoon,Un missile anti-navire à longue portée.,1970011.47
36,130,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,157,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,3,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,141,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
36,,missile,Sidewinder,Un missile air-air à courte portée.,4826140.36
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,72,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,57,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,9,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,112,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
37,139,missile,Trident II,Un missile balistique lancé depuis sous-marin.,2060497.41
38,,missile,Exocet,Un missile anti-navire performant.,3277800.53
38,6,missile,Exocet,Un missile anti-navire performant.,3277800.53
38,95,missile,Exocet,Un missile anti-navire performant.,3277800.53
38,52,missile,Exocet,Un missile anti-navire performant.,3277800.53
38,41,missile,Exocet,Un missile anti-navire performant.,3277800.53
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,91,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,152,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,116,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,140,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,105,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,161,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
39,100,missile,Javelin,Un missile portable pour l'infanterie.,2407301.03
40,,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
40,87,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
40,,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
40,,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
40,,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
40,21,missile,BrahMos,Un missile de croisière supersonique.,4206061.35
